Accession,Release_Date,Species,Genus,Family,Length,Nuc_Completeness,Genotype,Genome_Region,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIM47484,2020-03-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,36,GenBank,,,,"Bracho,M.A., D'Auria,G., Navarro,D., de Marco,G., Garcia-Gonzalez,N., Beamud,B., Gonzalez-Candelas,F.",,Spain,Homo sapiens,oronasopharynx,2020-03-08,,"ORF10 protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK50417,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50418,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50420,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50421,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50422,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50423,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50425,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50416,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50419,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50424,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50415,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,146,GenBank,,,,"Scano,A., Fais,S., Loddo,M., Palmieri,G., Scioscia,R., Delrio,C.M.C., Coghe,F., Orru,G.",,Italy,Homo sapiens,oronasopharynx,2020-03-06,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK50426,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50427,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50428,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50429,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50430,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,membrance glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50431,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50432,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50433,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
QIK50434,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50435,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50436,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,USA,Homo sapiens,,2020-03-11,SAMN14380341,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50437,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50438,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50439,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50440,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50441,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50442,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50443,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50444,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50445,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50446,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50447,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50448,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50449,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50450,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50451,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50452,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50453,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50454,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50455,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50456,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,Viet Nam,Homo sapiens,,2020-01-22,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02783,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,134,GenBank,,,,"Scano,A., Fais,S., Loddo,M., Palmieri,G., Scioscia,R., Del Rio,N.M.C., Coghe,F., Orru,G.",,Italy,Homo sapiens,oronasopharynx,2020-03,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02963,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7097,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02964,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02965,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02966,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK02967,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02972,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-05,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02787,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-03-05,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02789,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-28,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02785,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-09,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02786,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-22,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02788,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-17,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02790,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,GenBank,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,Iran,Homo sapiens,,2020-02-28,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02943,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02944,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,,,,"Plumb,M., Garfin,J., Wang,X.",,USA,Homo sapiens,,2020-03-09,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
